date,close
2023-07-07,101.04889100241274
2023-07-10,100.82024543352324
2023-07-11,102.18582339230875
2023-07-12,105.3990424250925
2023-07-13,104.95907197137993
2023-07-14,104.52097241984796
2023-07-17,107.92882699663843
2023-07-18,109.65298474771564
2023-07-19,108.68254563036497
2023-07-20,109.92325146561876
2023-07-21,108.96361884728418
2023-07-24,108.00736933721507
2023-07-25,108.58558944640038
2023-07-26,104.56125792944356
2023-07-27,101.06609849046282
2023-07-28,99.98588166824842
2023-07-31,98.02988393479846
2023-08-01,98.69727300691652
2023-08-02,96.96953290842755
2023-08-03,94.31599197395005
2023-08-04,97.17016664071141
2023-08-07,96.78075966935431
2023-08-08,96.96002448752397
2023-08-09,94.28327469180479
2023-08-10,93.30896178395369
2023-08-11,93.56296278684916
2023-08-14,91.4794847632408
2023-08-15,92.21554316057768
2023-08-16,91.15997439278138
2023-08-17,90.67503294300448
2023-08-18,89.63518353018799
2023-08-21,93.06456316999342
2023-08-22,93.08597564802834
2023-08-23,91.18307665329131
2023-08-24,92.74188599168124
2023-08-25,90.55010483544638
2023-08-28,90.97462431893987
2023-08-29,87.52173928829636
2023-08-30,85.27006802693231
2023-08-31,85.6492711630223
2023-09-01,86.96711397035055
2023-09-04,87.30933720216035
2023-09-05,87.15119177251597
2023-09-06,86.67126277130745
2023-09-07,84.18796125952196
2023-09-08,83.026102718792
2023-09-11,82.30585715708003
2023-09-12,84.10657276172822
2023-09-13,84.72892847974649
2023-09-14,81.83428441940241
2023-09-15,82.40762426474957
2023-09-18,81.81628562079347
2023-09-19,80.75645318435414
2023-09-20,81.79134247407251
2023-09-21,83.537145625901
2023-09-22,85.15022019867558
2023-09-25,83.7748332063724
2023-09-26,83.29998716848465
2023-09-27,83.895641532366
2023-09-28,85.59137907228069
2023-09-29,84.81743147725382
2023-10-02,84.54533522352811
2023-10-03,82.73652842653617
2023-10-04,80.82101917905592
2023-10-05,82.18621493676625
2023-10-06,84.48824287181094
2023-10-09,84.40884415170446
2023-10-10,86.16317158634514
2023-10-11,86.83203002451584
2023-10-12,85.76175558378418
2023-10-13,86.42708237569455
2023-10-16,89.17152939441804
2023-10-17,89.15222399520917
2023-10-18,92.03216760156175
2023-10-19,87.37797614312215
2023-10-20,88.87059401216378
2023-10-23,89.06997111515908
2023-10-24,88.58318961467607
2023-10-25,88.79029217526721
2023-10-26,85.37266293306325
2023-10-27,85.04091602085744
2023-10-30,85.69330978634225
2023-10-31,88.30817080684471
2023-11-01,87.44125824564044
2023-11-02,86.08174443842118
2023-11-03,85.26484369983139
2023-11-06,86.88368438273741
2023-11-07,87.50056803752376
2023-11-08,86.62167570939387
2023-11-09,87.5592257219167
2023-11-10,87.77326722619041
2023-11-13,89.53502420093174
2023-11-14,88.33079655910352
2023-11-15,87.79772382625978
2023-11-16,87.15545931202426
2023-11-17,84.68369784319792
2023-11-20,85.22932112502181
2023-11-21,85.71832454432759
2023-11-22,85.76996559466453
2023-11-23,85.41119243799017
2023-11-24,83.06884620790534
2023-11-27,82.41412399256664
2023-11-28,81.89210102061847
2023-11-29,80.6288877564664
2023-11-30,80.40941569443443
2023-12-01,81.1023791820828
2023-12-04,84.26242323152528
2023-12-05,84.59943358461422
2023-12-06,85.07885898742242
2023-12-07,84.99476453364913
2023-12-08,81.83575383539161
2023-12-11,81.83327609012979
2023-12-12,81.97288839421046
2023-12-13,86.15546574744086
2023-12-14,85.86756660964113
2023-12-15,86.43019838228363
2023-12-18,86.41341220892556
2023-12-19,84.45926413733804
2023-12-20,86.45515093700851
2023-12-21,87.80903975739878
2023-12-22,89.25389782314646
2023-12-25,87.68907714717808
2023-12-26,90.2292117461327
2023-12-27,87.77846600536536
2023-12-28,88.85922274762798
2023-12-29,92.88502732773719
2024-01-01,91.10855763309834
2024-01-02,90.12754033095423
2024-01-03,90.35251106220713
2024-01-04,89.49200540242629
2024-01-05,86.80255246885889
2024-01-08,86.96513463872675
2024-01-09,85.17953562407456
2024-01-10,86.03318220172487
2024-01-11,84.50786244380743
2024-01-12,87.2121158770376
2024-01-15,85.89951638180575
2024-01-16,85.39068062222263
2024-01-17,86.8347869753073
2024-01-18,84.76561920254603
2024-01-19,85.19470000166561
2024-01-22,87.4950377592698
2024-01-23,84.76921241586717
2024-01-24,85.12536845946825
2024-01-25,85.61176786841612
2024-01-26,87.00444473283277
2024-01-29,84.92089635062547
2024-01-30,82.7489280217629
2024-01-31,83.65907347496126
2024-02-01,84.19955064956027
2024-02-02,84.66475857133153
2024-02-05,85.29607213033128
2024-02-06,84.1859389361999
2024-02-07,84.62019800655246
2024-02-08,85.16022096320847
2024-02-09,83.99417123233287
2024-02-12,87.23127253118162
